Source,SS,df,MS,F,p,η²p
Architecture,314.31644444444436,4,78.57911111111109,264.4796099669681,1.1102230246251565e-16,0.4634061477593133
Persona,58.63644444444445,4,14.659111111111113,49.33927012290805,1.1102230246251565e-16,0.1387535403018604
Architecture × Persona,32.3360000000002,16,2.0210000000000123,6.802231333304884,4.218847493575595e-15,0.08159603257291777
Residual,363.95777777777766,1225,0.29710839002267564,,,
