Source,SS,df,MS,F,p,η²p
Architecture,367.8302558009816,4,91.9575639502454,256.42312457891416,1.1102230246251565e-16,0.45612839420415796
Persona,107.53372032574731,4,26.883430081436828,74.96428618542595,1.1102230246251565e-16,0.19690431619084237
Architecture × Persona,51.171884606453375,16,3.198242787903336,8.918281146289134,1.1102230246251565e-16,0.10448362168936531
Residual,438.5879818594103,1223,0.35861650192919897,,,
